31.03.2025;Z11816;Ýþyeri no:000000000771359,Tutar : 116 Komisyon : 0,Bloke No : 1265503679, BT: 07/03/2025, ÇT:30/03/2025;116,00;250.746,52
31.03.2025;Z11815;Ýþyeri no:000000000771359,Tutar : 756,6 Komisyon : 0,Bloke No : 1265503678, BT: 07/03/2025, ÇT:30/03/2025;756,60;250.630,52
31.03.2025;Z11814;Ýþyeri no:000000000771359,Tutar : 32,6 Komisyon : 0,Bloke No : 1265503677, BT: 07/03/2025, ÇT:30/03/2025;32,60;249.873,92
31.03.2025;Z11813;Ýþyeri no:000000000771359,Tutar : 1057 Komisyon : 0,Bloke No : 1265503673, BT: 07/03/2025, ÇT:30/03/2025;1057,00;249.841,32
31.03.2025;Z11812;Ýþyeri no:000000000771359,Tutar : 1301,15 Komisyon : 0,Bloke No : 1265503672, BT: 07/03/2025, ÇT:30/03/2025;1301,15;248.784,32
31.03.2025;Z11811;Ýþyeri no:000000000771359,Tutar : 810,25 Komisyon : 0,Bloke No : 1265503671, BT: 07/03/2025, ÇT:30/03/2025;810,25;247.483,17
31.03.2025;Z11067;Ýþyeri no:000000000771359,Tutar : 3831,2 Komisyon : 0,Bloke No : 1265503676, BT: 07/03/2025, ÇT:30/03/2025;3831,20;246.672,92
31.03.2025;Z11066;Ýþyeri no:000000000771359,Tutar : 8754,04 Komisyon : 0,Bloke No : 1265503675, BT: 07/03/2025, ÇT:30/03/2025;8754,04;242.841,72
31.03.2025;Z11065;Ýþyeri no:000000000771359,Tutar : 105 Komisyon : 0,Bloke No : 1265503674, BT: 07/03/2025, ÇT:30/03/2025;105,00;234.087,68
31.03.2025;Z11064;Ýþyeri no:000000000771359,Tutar : 1454,68 Komisyon : 0,Bloke No : 1265503670, BT: 07/03/2025, ÇT:30/03/2025;1454,68;233.982,68
31.03.2025;Z11063;Ýþyeri no:000000000771359,Tutar : 9092,84 Komisyon : 0,Bloke No : 1265503669, BT: 07/03/2025, ÇT:30/03/2025;9092,84;232.528,00
