28.02.2025;F07544;VERGI-0015 KDV GERÇEK VD:007201-ÝÇ:0037962-THN:2025022701Mkx0000148-VN:0480525636 ALANYA ÖZKAN KIRTASÝ YE MATBAACILIK Y;-443,70;51.737,66
28.02.2025;F07511;SGK( EMS/BAÐ/SSK)/ 24762010110559410070346000 / ALANYA ÖZKAN KIRTASÝYE MATBAACILIK YAY.ÝNÞ.TÝC.LTD.ÞTÝ /S.Öde Tr: 28.02;-152232,94;52.181,36
28.02.2025;FBTW35;Gönd: ALANYA ÖZKAN KIRTASÝ YE MAT.YAYIN.ÝNÞTÝC.SAN.LTD.Þ ALANYA ÖZKAN KIRTASÝ YE MAT.YAYIN.ÝNÞTÝC.SAN.LTD.ÞTÝ ,TR1700010;250000,00;204.414,3
28.02.2025;Z03881;Ýþyeri no:000000000771359,Tutar : 152 Komisyon : 0,Bloke No : 1212217431, BT: 04/02/2025, ÇT:27/02/2025;152,00;-45.585,7
28.02.2025;Z03880;Ýþyeri no:000000000771359,Tutar : 287,4 Komisyon : 0,Bloke No : 1212217430, BT: 04/02/2025, ÇT:27/02/2025;287,40;-45.737,7
28.02.2025;Z03879;Ýþyeri no:000000000771359,Tutar : 1632,6 Komisyon : 0,Bloke No : 1212217429, BT: 04/02/2025, ÇT:27/02/2025;1632,60;-46.025,1
28.02.2025;Z03878;Ýþyeri no:000000000771359,Tutar : 833,4 Komisyon : 0,Bloke No : 1212217423, BT: 04/02/2025, ÇT:27/02/2025;833,40;-47.657,7
28.02.2025;Z03877;Ýþyeri no:000000000771359,Tutar : 568,8 Komisyon : 0,Bloke No : 1212217422, BT: 04/02/2025, ÇT:27/02/2025;568,80;-48.491,1
28.02.2025;Z03198;SGK( EMS/BAÐ/SSK)/ 24764010113598210070325000 / ALANYA ÖZKAN KIRTASÝYE MAT.YAYIN.ÝNÞ.TÝC.LTD.ÞTÝ 3476147 /S.Öde Tr: 28.;-17022,34;-49.059,9
28.02.2025;Z02255;Ýþyeri no:000000000771359,Tutar : 1233,7 Komisyon : 0,Bloke No : 1212217428, BT: 04/02/2025, ÇT:27/02/2025;1233,70;-32.037,56
28.02.2025;Z02254;Ýþyeri no:000000000771359,Tutar : 4509,6 Komisyon : 0,Bloke No : 1212217427, BT: 04/02/2025, ÇT:27/02/2025;4509,60;-33.271,26
