Ýþlem Tarihi;Açýklama;Ýþlem Tutarý;Yeni Bakiye
10.02.2025;BATCH VALOR ÇOZUM 31-12-2024 /000000001120365 P POS Satýþ          /01487516895;2286,00;111232,81
10.02.2025;BATCH VALOR ÇOZUM 31-12-2024 /000000001120365 P POS Satýþ          /01487516884;2339,75;113572,56
10.02.2025;BATCH VALOR ÇOZUM 31-12-2024 /000000001120365 P POS Satýþ          /01487516885;2658,00;116230,56
10.02.2025;BATCH VALOR ÇOZUM 31-12-2024 /000000001120365 P POS Satýþ          /01487516887;2785,30;119015,86
10.02.2025;BATCH VALOR ÇOZUM 31-12-2024 /000000001120365 P POS Satýþ          /01487516879;5515,77;124531,63
10.02.2025;BATCH VALOR ÇOZUM 31-12-2024 /000000001120365 P POS Satýþ          /01487516878;9282,00;133813,63
10.02.2025;BATCH VALOR ÇOZUM 31-12-2024 /000000001120365 P POS Satýþ          /01487516886;14845,79;148659,42
11.02.2025;7441562300            ,CK Akdeniz Elektr,OTM ÖDEME,744083895794;-31245,00;117414,42
11.02.2025;BATCH VALOR ÇOZUM 01-01-2025 /000000001120365 P POS Satýþ          /01488761993;122,10;117536,52
11.02.2025;BATCH VALOR ÇOZUM 01-01-2025 /000000001120365 P POS Satýþ          /01488762007;200,00;117736,52
11.02.2025;BATCH VALOR ÇOZUM 01-01-2025 /000000001120365 P POS Satýþ          /01488761991;347,20;118083,72
11.02.2025;BATCH VALOR ÇOZUM 01-01-2025 /000000001120365 P POS Satýþ          /01488761994;564,80;118648,52
11.02.2025;BATCH VALOR ÇOZUM 01-01-2025 /000000001120365 P POS Satýþ          /01488761989;1417,80;120066,32
11.02.2025;BATCH VALOR ÇOZUM 01-01-2025 /000000001120365 P POS Satýþ          /01488761990;3788,90;123855,22
11.02.2025;BATCH VALOR ÇOZUM 01-01-2025 /000000001120365 P POS Satýþ          /01488762017;4712,74;128567,96
11.02.2025;BATCH VALOR ÇOZUM 01-01-2025 /000000001120365 P POS Satýþ          /01488761995;5481,64;134049,60
11.02.2025;BATCH VALOR ÇOZUM 01-01-2025 /000000001120365 P POS Satýþ          /01488761992;6670,20;140719,80
12.02.2025;BATCH VALOR ÇOZUM 02-01-2025 /000000001120365 P POS Satýþ          /01489423933;40,00;140759,80
12.02.2025;BATCH VALOR ÇOZUM 02-01-2025 /000000001120365 P POS Satýþ          /01489423937;180,00;140939,80
12.02.2025;BATCH VALOR ÇOZUM 02-01-2025 /000000001120365 P POS Satýþ          /01489423942;232,00;141171,80
12.02.2025;BATCH VALOR ÇOZUM 02-01-2025 /000000001120365 P POS Satýþ          /01489423928;241,50;141413,30
12.02.2025;BATCH VALOR ÇOZUM 02-01-2025 /000000001120365 P POS Satýþ          /01489423941;308,00;141721,30
12.02.2025;BATCH VALOR ÇOZUM 02-01-2025 /000000001120365 P POS Satýþ          /01489423934;921,44;142642,74
12.02.2025;BATCH VALOR ÇOZUM 02-01-2025 /000000001120365 P POS Satýþ          /01489423936;1171,75;143814,49
12.02.2025;BATCH VALOR ÇOZUM 02-01-2025 /000000001120365 P POS Satýþ          /01489423938;1280,00;145094,49
12.02.2025;BATCH VALOR ÇOZUM 02-01-2025 /000000001120365 P POS Satýþ          /01489423935;1814,24;146908,73
12.02.2025;BATCH VALOR ÇOZUM 02-01-2025 /000000001120365 P POS Satýþ          /01489423940;3959,20;150867,93
12.02.2025;BATCH VALOR ÇOZUM 02-01-2025 /000000001120365 P POS Satýþ          /01489423943;5647,44;156515,37
12.02.2025;BATCH VALOR ÇOZUM 02-01-2025 /000000001120365 P POS Satýþ          /01489423932;8704,66;165220,03
13.02.2025;BATCH VALOR ÇOZUM 03-01-2025 /000000001120365 P POS Satýþ          /01490211431;15,00;165235,03
13.02.2025;BATCH VALOR ÇOZUM 03-01-2025 /000000001120365 P POS Satýþ          /01490211429;112,00;165347,03
13.02.2025;BATCH VALOR ÇOZUM 03-01-2025 /000000001120365 P POS Satýþ          /01490211435;206,00;165553,03
13.02.2025;BATCH VALOR ÇOZUM 03-01-2025 /000000001120365 P POS Satýþ          /01490211448;552,68;166105,71
13.02.2025;BATCH VALOR ÇOZUM 03-01-2025 /000000001120365 P POS Satýþ          /01490211428;740,80;166846,51
13.02.2025;BATCH VALOR ÇOZUM 03-01-2025 /000000001120365 P POS Satýþ          /01490211439;812,50;167659,01
13.02.2025;BATCH VALOR ÇOZUM 03-01-2025 /000000001120365 P POS Satýþ          /01490211432;9738,04;177397,05
13.02.2025;BATCH VALOR ÇOZUM 03-01-2025 /000000001120365 P POS Satýþ          /01490211444;9939,34;187336,39
13.02.2025;BATCH VALOR ÇOZUM 03-01-2025 /000000001120365 P POS Satýþ          /01490211433;15913,67;203250,06
14.02.2025;BATCH VALOR ÇOZUM 04-01-2025 /000000001120365 P POS Satýþ          /01491009739;40,00;203290,06
14.02.2025;BATCH VALOR ÇOZUM 04-01-2025 /000000001120365 P POS Satýþ          /01491009747;280,00;203570,06
14.02.2025;BATCH VALOR ÇOZUM 04-01-2025 /000000001120365 P POS Satýþ          /01491009754;451,20;204021,26
14.02.2025;BATCH VALOR ÇOZUM 04-01-2025 /000000001120365 P POS Satýþ          /01491009760;539,20;204560,46
14.02.2025;BATCH VALOR ÇOZUM 04-01-2025 /000000001120365 P POS Satýþ          /01491009745;602,00;205162,46
14.02.2025;BATCH VALOR ÇOZUM 04-01-2025 /000000001120365 P POS Satýþ          /01491009736;641,15;205803,61
14.02.2025;BATCH VALOR ÇOZUM 04-01-2025 /000000001120365 P POS Satýþ          /01491009749;643,60;206447,21
14.02.2025;BATCH VALOR ÇOZUM 04-01-2025 /000000001120365 P POS Satýþ          /01491009751;917,00;207364,21
14.02.2025;BATCH VALOR ÇOZUM 04-01-2025 /000000001120365 P POS Satýþ          /01491009753;1164,00;208528,21
14.02.2025;BATCH VALOR ÇOZUM 04-01-2025 /000000001120365 P POS Satýþ          /01491009742;2422,42;210950,63
14.02.2025;BATCH VALOR ÇOZUM 04-01-2025 /000000001120365 P POS Satýþ          /01491009752;3100,32;214050,95
14.02.2025;BATCH VALOR ÇOZUM 04-01-2025 /000000001120365 P POS Satýþ          /01491009743;3705,20;217756,15
14.02.2025;BATCH VALOR ÇOZUM 04-01-2025 /000000001120365 P POS Satýþ          /01491009744;7146,54;224902,69
14.02.2025;BATCH VALOR ÇOZUM 04-01-2025 /000000001120365 P POS Satýþ          /01491009746;11803,32;236706,01
14.02.2025;BATCH VALOR ÇOZUM 04-01-2025 /000000001120365 P POS Satýþ          /01491009750;13603,12;250309,13
15.02.2025;BATCH VALOR ÇOZUM 05-01-2025 /000000001120365 P POS Satýþ          /01491794772;85,00;250394,13
15.02.2025;BATCH VALOR ÇOZUM 05-01-2025 /000000001120365 P POS Satýþ          /01491794767;106,00;250500,13
15.02.2025;BATCH VALOR ÇOZUM 05-01-2025 /000000001120365 P POS Satýþ          /01491794770;190,00;250690,13
15.02.2025;BATCH VALOR ÇOZUM 05-01-2025 /000000001120365 P POS Satýþ          /01491794774;467,00;251157,13
15.02.2025;BATCH VALOR ÇOZUM 05-01-2025 /000000001120365 P POS Satýþ          /01491794776;666,00;251823,13
15.02.2025;BATCH VALOR ÇOZUM 05-01-2025 /000000001120365 P POS Satýþ          /01491794775;1659,63;253482,76
15.02.2025;BATCH VALOR ÇOZUM 05-01-2025 /000000001120365 P POS Satýþ          /01491794771;1758,40;255241,16
15.02.2025;BATCH VALOR ÇOZUM 05-01-2025 /000000001120365 P POS Satýþ          /01491794777;2290,92;257532,08
15.02.2025;BATCH VALOR ÇOZUM 05-01-2025 /000000001120365 P POS Satýþ          /01491794766;4372,55;261904,63
15.02.2025;BATCH VALOR ÇOZUM 05-01-2025 /000000001120365 P POS Satýþ          /01491794768;5836,34;267740,97
16.02.2025;BATCH VALOR ÇOZUM 06-01-2025 /000000001120365 P POS Satýþ          /01492450709;28,80;267769,77
16.02.2025;BATCH VALOR ÇOZUM 06-01-2025 /000000001120365 P POS Satýþ          /01492450710;76,00;267845,77
16.02.2025;BATCH VALOR ÇOZUM 06-01-2025 /000000001120365 P POS Satýþ          /01492450715;256,00;268101,77
16.02.2025;BATCH VALOR ÇOZUM 06-01-2025 /000000001120365 P POS Satýþ          /01492450721;272,00;268373,77
16.02.2025;BATCH VALOR ÇOZUM 06-01-2025 /000000001120365 P POS Satýþ          /01492450704;514,00;268887,77
16.02.2025;BATCH VALOR ÇOZUM 06-01-2025 /000000001120365 P POS Satýþ          /01492450708;585,20;269472,97
16.02.2025;BATCH VALOR ÇOZUM 06-01-2025 /000000001120365 P POS Satýþ          /01492450711;598,80;270071,77
16.02.2025;BATCH VALOR ÇOZUM 06-01-2025 /000000001120365 P POS Satýþ          /01492450714;1513,04;271584,81
16.02.2025;BATCH VALOR ÇOZUM 06-01-2025 /000000001120365 P POS Satýþ          /01492450706;3113,00;274697,81
16.02.2025;BATCH VALOR ÇOZUM 06-01-2025 /000000001120365 P POS Satýþ          /01492450707;5875,60;280573,41
16.02.2025;BATCH VALOR ÇOZUM 06-01-2025 /000000001120365 P POS Satýþ          /01492450713;7488,70;288062,11
16.02.2025;BATCH VALOR ÇOZUM 06-01-2025 /000000001120365 P POS Satýþ          /01492450700;15173,93;303236,04
17.02.2025;BATCH VALOR ÇOZUM 07-01-2025 /000000001120365 P POS Satýþ          /01493253704;206,00;303442,04
17.02.2025;BATCH VALOR ÇOZUM 07-01-2025 /000000001120365 P POS Satýþ          /01493253708;330,00;303772,04
17.02.2025;BATCH VALOR ÇOZUM 07-01-2025 /000000001120365 P POS Satýþ          /01493253699;351,20;304123,24
17.02.2025;BATCH VALOR ÇOZUM 07-01-2025 /000000001120365 P POS Satýþ          /01493253713;2120,00;306243,24
17.02.2025;BATCH VALOR ÇOZUM 07-01-2025 /000000001120365 P POS Satýþ          /01493253702;3901,25;310144,49
17.02.2025;BATCH VALOR ÇOZUM 07-01-2025 /000000001120365 P POS Satýþ          /01493253719;4882,90;315027,39
17.02.2025;BATCH VALOR ÇOZUM 07-01-2025 /000000001120365 P POS Satýþ          /01493253703;14255,85;329283,24
17.02.2025;ALANYA ÖZKAN KIRTASÝ YE MAT.YAYIN.ÝNÞTÝC.SAN.LTD.ÞTÝ ,;-100000,00;229283,24
17.02.2025;ALANYA ÖZKAN KIRTASÝ YE MAT.YAYIN.ÝNÞTÝC.SAN.LTD.ÞTÝ ,;-12,80;229270,44
17.02.2025;ALANYA ÖZKAN KIRTASÝ YE MAT.YAYIN.ÝNÞTÝC.SAN.LTD.ÞTÝ ,;-100000,00;129270,44
17.02.2025;ALANYA ÖZKAN KIRTASÝ YE MAT.YAYIN.ÝNÞTÝC.SAN.LTD.ÞTÝ ,;-12,80;129257,64
17.02.2025;ALANYA ÖZKAN KIRTASÝYE MAT.YAYIN.ÝNÞTÝC.SAN.LTD.ÞTÝ 'DAN ZÝRAAT HESABINDAN HALKB;51230,00;180487,64
17.02.2025;4988520000486642 KREDÝ KARTI OTOMATÝK VÝRMAN;-179007,67;1479,97
17.02.2025;9927702875            ,Türk Telekom (Mob,OTM ÖDEME,20251914070261;-3362,50;-1882,53
17.02.2025;1807476754            ,Türk Telekom (Ýnt,OTM ÖDEME,0002025011085562;-704,00;-2586,53
18.02.2025;BATCH VALOR ÇOZUM 08-01-2025 /000000001120365 P POS Satýþ          /01494046555;121,60;-2464,93
18.02.2025;BATCH VALOR ÇOZUM 08-01-2025 /000000001120365 P POS Satýþ          /01494046550;225,00;-2239,93
18.02.2025;BATCH VALOR ÇOZUM 08-01-2025 /000000001120365 P POS Satýþ          /01494046545;300,00;-1939,93
18.02.2025;BATCH VALOR ÇOZUM 08-01-2025 /000000001120365 P POS Satýþ          /01494046544;374,00;-1565,93
18.02.2025;BATCH VALOR ÇOZUM 08-01-2025 /000000001120365 P POS Satýþ          /01494046553;2927,00;1361,07
18.02.2025;BATCH VALOR ÇOZUM 08-01-2025 /000000001120365 P POS Satýþ          /01494046554;3715,70;5076,77
18.02.2025;BATCH VALOR ÇOZUM 08-01-2025 /000000001120365 P POS Satýþ          /01494046546;4085,45;9162,22
18.02.2025;BATCH VALOR ÇOZUM 08-01-2025 /000000001120365 P POS Satýþ          /01494046542;10812,00;19974,22
18.02.2025;BATCH VALOR ÇOZUM 08-01-2025 /000000001120365 P POS Satýþ          /01494046549;13918,75;33892,97
18.02.2025;BATCH VALOR ÇOZUM 08-01-2025 /000000001120365 P POS Satýþ          /01494046548;15641,00;49533,97
19.02.2025;BATCH VALOR ÇOZUM 09-01-2025 /000000001120365 P POS Satýþ          /01494842886;16,00;49549,97
19.02.2025;BATCH VALOR ÇOZUM 09-01-2025 /000000001120365 P POS Satýþ          /01494842887;145,00;49694,97
19.02.2025;BATCH VALOR ÇOZUM 09-01-2025 /000000001120365 P POS Satýþ          /01494842908;200,00;49894,97
19.02.2025;BATCH VALOR ÇOZUM 09-01-2025 /000000001120365 P POS Satýþ          /01494842883;591,84;50486,81
19.02.2025;BATCH VALOR ÇOZUM 09-01-2025 /000000001120365 P POS Satýþ          /01494842882;1416,60;51903,41
19.02.2025;BATCH VALOR ÇOZUM 09-01-2025 /000000001120365 P POS Satýþ          /01494842902;3171,32;55074,73
19.02.2025;BATCH VALOR ÇOZUM 09-01-2025 /000000001120365 P POS Satýþ          /01494842879;6742,80;61817,53
19.02.2025;BATCH VALOR ÇOZUM 09-01-2025 /000000001120365 P POS Satýþ          /01494842884;15492,32;77309,85
19.02.2025;BATCH VALOR ÇOZUM 09-01-2025 /000000001120365 P POS Satýþ          /01494842889;20256,16;97566,01
20.02.2025;BATCH VALOR ÇOZUM 10-01-2025 /000000001120365 P POS Satýþ          /01495648057;210,40;97776,41
20.02.2025;BATCH VALOR ÇOZUM 10-01-2025 /000000001120365 P POS Satýþ          /01495648080;586,00;98362,41
20.02.2025;BATCH VALOR ÇOZUM 10-01-2025 /000000001120365 P POS Satýþ          /01495648067;944,40;99306,81
20.02.2025;BATCH VALOR ÇOZUM 10-01-2025 /000000001120365 P POS Satýþ          /01495648062;1056,00;100362,81
20.02.2025;BATCH VALOR ÇOZUM 10-01-2025 /000000001120365 P POS Satýþ          /01495648064;2519,20;102882,01
20.02.2025;AYTUR TURÝZM VE TÝCARET LTD.ÞTÝ. 'DAN CARÝ HESABA MAHSUBEN , Türkiye Garanti Ban;25760,47;128642,48
21.02.2025;2425138920            ,Türk Telekom(Tele,OTM ÖDEME,0002025010001723;-153,50;128488,98
24.02.2025;9325501-9325525  DEÐERLI KAÐIT BEDELI;-2000,00;126488,98
24.02.2025;9325501-9325525  ÇEK KOÇAN MASRAFI;-913,50;125575,48
24.02.2025;2425131303            ,Türk Telekom(Tele,OTM ÖDEME,0002025010001722;-94,00;125481,48
25.02.2025;585999                ,Antalya Su       ,OTM ÖDEME,234163263  -500;-3736,82;121744,66
25.02.2025;BATCH VALOR ÇOZUM 15-01-2025 /000000001120365 P POS Satýþ          /01499520116;135,00;121879,66
25.02.2025;BATCH VALOR ÇOZUM 15-01-2025 /000000001120365 P POS Satýþ          /01499520114;12000,00;133879,66
26.02.2025;BATCH VALOR ÇOZUM 16-01-2025 /000000001120365 P POS Satýþ          /01500344266;5663,75;139543,41
26.02.2025;ÇÞ0009217  VERGÝ TAHSÝLATI, 007201/0480525636                  0571/10260200/;-3796,14;135747,27
27.02.2025;BATCH VALOR ÇOZUM 17-01-2025 /000000001120365 P POS Satýþ          /01501172955;3450,00;139197,27
27.02.2025;ALANYA ÖZKAN KIRTASÝYE MAT.YAYIN.ÝNÞ.TÝC/ViRMAN;117000,00;256197,27
27.02.2025;ALANYA ÖZKAN KIRTASÝYE MATBAACILIK YAYIN/HALKB HESABIMIZA GÖNDERiLEN;733000,00;989197,27
27.02.2025;ALANYA ÖZKAN KIRTASÝYE MAT.YAYIN.ÝNÞTÝC./ZiRAAT MOBiL EFT ZÝRAAT HESABINDAN HALK;213000,00;1.202.197,27
27.02.2025;ALANYA ÖZKAN KIRTASÝYE MAT.YAYIN.ÝNÞTÝC./ZiRAAT MOBiL EFT ZÝRAAT HESABINDAN HALK;300000,00;1.502.197,27
28.02.2025;BATCH VALOR ÇOZUM 18-01-2025 /000000001120365 P POS Satýþ          /01502022263;290,00;1.502.487,27
28.02.2025;BATCH VALOR ÇOZUM 18-01-2025 /000000001120365 P POS Satýþ          /01502022264;792,00;1.503.279,27
28.02.2025;BATCH VALOR ÇOZUM 18-01-2025 /000000001120365 P POS Satýþ          /01502022267;1927,60;1.505.206,87
28.02.2025;BATCH VALOR ÇOZUM 18-01-2025 /000000001120365 P POS Satýþ          /01502022268;23198,52;1.528.405,39
28.02.2025;0008425892     85000327 00000000 10260200;-150000,00;1.378.405,39
28.02.2025;6631542 01-TAKAS PROVÝZYON  10260200;-100000,00;1.278.405,39
28.02.2025;8425893 01-TAKAS PROVÝZYON  10260200;-150000,00;1.128.405,39
28.02.2025;8425895 01-TAKAS PROVÝZYON  10260200;-200000,00;928405,39
28.02.2025;8425885 01-TAKAS PROVÝZYON  10260200;-350000,00;578405,39
28.02.2025;8425883 01-TAKAS PROVÝZYON  10260200;-500000,00;78405,39
28.02.2025;ALANYA ÖZKAN KIRTASÝYE.MAT.YAY.ÝNÞ.TÝC.L/AKBANK TAN HALKBANK A EFT;211000,00;289405,39
28.02.2025;ALANYA ÖZKAN KIRTASÝ YE MAT.YAYIN.ÝNÞTÝC.SAN.LTD.ÞTÝ ,TR170001002343559761925007;-250000,00;39405,39
28.02.2025;KMH FAÝZÝ;-4,34;39401,05
28.02.2025;%5.000 KREDÝ FAÝZ GÝDER VERGÝSÝ;-0,21;39400,84
01.03.2025;000000001120365/PAU1                   POS Aidat        02217645/000001535863374;-380,95;39019,89
01.03.2025;000000001120365/PAU1                   POS Aidat        02217645/000001535863374;-19,05;39000,84
01.03.2025;000000001120365/PAU1                   POS Aidat        PS080134/000001535863376;-476,19;38524,65
01.03.2025;000000001120365/PAU1                   POS Aidat        PS080134/000001535863376;-23,81;38500,84
01.03.2025;000000001120365/PAU1                   POS Aidat        02003840/000001535863386;-380,95;38119,89
01.03.2025;000000001120365/PAU1                   POS Aidat        02003840/000001535863386;-19,05;38100,84
02.03.2025;BATCH VALOR ÇOZUM 20-01-2025 /000000001120365 P POS Satýþ          /01503532847;65,00;38165,84
02.03.2025;BATCH VALOR ÇOZUM 20-01-2025 /000000001120365 P POS Satýþ          /01503532849;2494,63;40660,47
02.03.2025;BATCH VALOR ÇOZUM 20-01-2025 /000000001120365 P POS Satýþ          /01503532848;2622,72;43283,19
