15.11.2025;VERGI-0033 K.GEÇÝCÝ 3 AY VD:007201-ÝÇ:0189831-THN:2025111401Mkx0000303-VN:0480525636 ALANYA ÖZKAN KIRTASÝ YE MATBAACILI;-912,40;4.360.701,29
15.11.2025;Ýþyeri no:000000000771359,Tutar : 1134 Komisyon : 0,Bloke No : 1715175915, BT: 15/10/2025, ÇT:14/11/2025;1134,00;4.361.613,69
15.11.2025;Ýþyeri no:000000000771359,Tutar : 510 Komisyon : 0,Bloke No : 1715175913, BT: 15/10/2025, ÇT:14/11/2025;510,00;4.360.479,69
15.11.2025;Ýþyeri no:000000000771359,Tutar : 2632,1 Komisyon : 0,Bloke No : 1715175911, BT: 15/10/2025, ÇT:14/11/2025;2632,10;4.359.969,69
15.11.2025;Ýþyeri no:000000000771359,Tutar : 3445,12 Komisyon : 0,Bloke No : 1715175897, BT: 15/10/2025, ÇT:14/11/2025;3445,12;4.357.337,59
15.11.2025;Ýþyeri no:000000000771359,Tutar : 696 Komisyon : 0,Bloke No : 1715175895, BT: 15/10/2025, ÇT:14/11/2025;696,00;4.353.892,47
15.11.2025;Ýþyeri no:000000000771359,Tutar : 1043 Komisyon : 0,Bloke No : 1715175893, BT: 15/10/2025, ÇT:14/11/2025;1043,00;4.353.196,47
15.11.2025;Ýþyeri no:000000000771359,Tutar : 2148,6 Komisyon : 0,Bloke No : 1715175909, BT: 15/10/2025, ÇT:14/11/2025;2148,60;4.352.153,47
15.11.2025;Ýþyeri no:000000000771359,Tutar : 3461 Komisyon : 0,Bloke No : 1715175907, BT: 15/10/2025, ÇT:14/11/2025;3461,00;4.350.004,87
15.11.2025;Ýþyeri no:000000000771359,Tutar : 250 Komisyon : 0,Bloke No : 1715175905, BT: 15/10/2025, ÇT:14/11/2025;250,00;4.346.543,87
15.11.2025;Ýþyeri no:000000000771359,Tutar : 8315,1 Komisyon : 0,Bloke No : 1715175903, BT: 15/10/2025, ÇT:14/11/2025;8315,10;4.346.293,87
15.11.2025;Ýþyeri no:000000000771359,Tutar : 1600 Komisyon : 0,Bloke No : 1715175901, BT: 15/10/2025, ÇT:14/11/2025;1600,00;4.337.978,77
15.11.2025;Ýþyeri no:000000000771359,Tutar : 2408,6 Komisyon : 0,Bloke No : 1715175899, BT: 15/10/2025, ÇT:14/11/2025;2408,60;4.336.378,77
15.11.2025;Ýþyeri no:000000000771359,Tutar : 140 Komisyon : 0,Bloke No : 1715175892, BT: 15/10/2025, ÇT:14/11/2025;140,00;4.333.970,17
15.11.2025;Ýþyeri no:000000000771359,Tutar : 10354,88 Komisyon : 0,Bloke No : 1715175890, BT: 15/10/2025, ÇT:14/11/2025;10354,88;4.333.830,17
15.11.2025;Ýþyeri no:000000000771359,Tutar : 12600 Komisyon : 0,Bloke No : 1715175888, BT: 15/10/2025, ÇT:14/11/2025;12600,00;4.323.475,29
15.11.2025;Ýþyeri no:000000000771359,Tutar : 13889,11 Komisyon : 0,Bloke No : 1715175886, BT: 15/10/2025, ÇT:14/11/2025;13889,11;4.310.875,29
15.11.2025;Ýþyeri no:000000000771359,Tutar : 391,2 Komisyon : 0,Bloke No : 1715175884, BT: 15/10/2025, ÇT:14/11/2025;391,20;4.296.986,18
15.11.2025;Ýþyeri no:000000000771359,Tutar : 20478,84 Komisyon : 0,Bloke No : 1715175882, BT: 15/10/2025, ÇT:14/11/2025;20478,84;4.296.594,98
15.11.2025;Ýþyeri no:000000000771359,Tutar : 27454,28 Komisyon : 0,Bloke No : 1715175880, BT: 15/10/2025, ÇT:14/11/2025;27454,28;4.276.116,14
15.11.2025;Ýþyeri no:000000000771359,Tutar : 5593,3 Komisyon : 0,Bloke No : 1715175878, BT: 15/10/2025, ÇT:14/11/2025;5593,30;4.248.661,86
15.11.2025;Ýþyeri no:000000000771359,Tutar : 13272 Komisyon : 0,Bloke No : 1715175875, BT: 15/10/2025, ÇT:14/11/2025;13272,00;4.243.068,56
14.11.2025;Ýþyeri no:000000000771359,Tutar : 570 Komisyon : 0,Bloke No : 1712830840, BT: 14/10/2025, ÇT:13/11/2025;570,00;4.229.796,56
14.11.2025;Ýþyeri no:000000000771359,Tutar : 848 Komisyon : 0,Bloke No : 1712830839, BT: 14/10/2025, ÇT:13/11/2025;848,00;4.229.226,56
14.11.2025;Ýþyeri no:000000000771359,Tutar : 1045 Komisyon : 0,Bloke No : 1712830837, BT: 14/10/2025, ÇT:13/11/2025;1045,00;4.228.378,56
14.11.2025;Ýþyeri no:000000000771359,Tutar : 5172,3 Komisyon : 0,Bloke No : 1712830829, BT: 14/10/2025, ÇT:13/11/2025;5172,30;4.227.333,56
14.11.2025;Ýþyeri no:000000000771359,Tutar : 345 Komisyon : 0,Bloke No : 1712830827, BT: 14/10/2025, ÇT:13/11/2025;345,00;4.222.161,26
14.11.2025;Ýþyeri no:000000000771359,Tutar : 2190,3 Komisyon : 0,Bloke No : 1712830835, BT: 14/10/2025, ÇT:13/11/2025;2190,30;4.221.816,26
14.11.2025;Ýþyeri no:000000000771359,Tutar : 6899,16 Komisyon : 0,Bloke No : 1712830833, BT: 14/10/2025, ÇT:13/11/2025;6899,16;4.219.625,96
14.11.2025;Ýþyeri no:000000000771359,Tutar : 9805,66 Komisyon : 0,Bloke No : 1712830831, BT: 14/10/2025, ÇT:13/11/2025;9805,66;4.212.726,8
14.11.2025;Ýþyeri no:000000000771359,Tutar : 905 Komisyon : 0,Bloke No : 1712830825, BT: 14/10/2025, ÇT:13/11/2025;905,00;4.202.921,14
14.11.2025;Ýþyeri no:000000000771359,Tutar : 10780,4 Komisyon : 0,Bloke No : 1712830823, BT: 14/10/2025, ÇT:13/11/2025;10780,40;4.202.016,14
14.11.2025;Ýþyeri no:000000000771359,Tutar : 24514,5 Komisyon : 0,Bloke No : 1712830821, BT: 14/10/2025, ÇT:13/11/2025;24514,50;4.191.235,74
14.11.2025;Ýþyeri no:000000000771359,Tutar : 1759,22 Komisyon : 0,Bloke No : 1712830817, BT: 14/10/2025, ÇT:13/11/2025;1759,22;4.166.721,24
13.11.2025;KK TAHSÝLAT KART NO: 5472 **** **** 3403 FÝÞ NO:0003107;-1066614,69;4.164.962,02
13.11.2025;Ýþyeri no:000000000771359,Tutar : 675,8 Komisyon : 0,Bloke No : 1710375334, BT: 13/10/2025, ÇT:12/11/2025;675,80;5.231.576,71
