31.10.2025;1801374784X311025200925PEÞÝNSATIÞ;44760,60;1.282.214,05
30.10.2025;BSMV ELEKTRONÝK FON TRANSFERÝ (EFT) ÜCRETÝ-FAST/ARSLANTEKÝN ELE/AR02025000000;-0,30;1.237.453,45
30.10.2025;ELEKTRONÝK FON TRANSFERÝ (EFT) ÜCRETÝ-FAST/ARSLANTEKÝN ELE/AR02025000000;-6,09;1.237.453,75
30.10.2025;GÝDEN FAST - ARSLANTEKÝN ELEKTRÝK ELEKTRONÝK GÜVENLÝK SÝSTEMLERÝ TURÝZM ÝNÞAAT TARIM SANAYÝ VE TÝCARET LÝMÝTED ÞÝRKETÝ - AR02025000000559 Nlu faturaya istinaden;-720,00;1.237.459,84
30.10.2025;BSMV POS-1801374784 10/25 Belge ve Bilgilendirme Ücreti-Basýlý Ekstre;-1,75;1.238.179,84
30.10.2025;POS-1801374784 10/25 Belge ve Bilgilendirme Ücreti-Basýlý Ekstre;-35,00;1.238.181,59
30.10.2025;1801374784X301025291025ÜYE ÝÞYERÝ ÜCRETÝ - PEÞÝN (BSMV);-3,02;1.238.216,59
30.10.2025;1801374784X301025291025ÜYE ÝÞYERÝ ÜCRETÝ - PEÞÝN;-60,47;1.238.219,61
30.10.2025;1801374784X301025291025PEÞÝNSATIÞ;3199,50;1.238.280,08
30.10.2025;1801374784X301025040725ÜYE ÝÞYERÝ ÜCRETÝ - TAKSÝT (BSMV);-0,41;1.235.080,58
30.10.2025;1801374784X301025040725ÜYE ÝÞYERÝ ÜCRETÝ - TAKSÝT;-8,18;1.235.080,99
30.10.2025;1801374784X301025040725TAKSÝTSATIÞ;711,36;1.235.089,17
30.10.2025;1801374784X301025280925PEÞÝNSATIÞKATKIPAYI;-2,50;1.234.377,81
30.10.2025;1801374784X301025280925PEÞÝNSATIÞ;500,45;1.234.380,31
30.10.2025;1801374784X301025021025ÜYE ÝÞYERÝ ÜCRETÝ - TAKSÝT (BSMV);-0,81;1.233.879,86
30.10.2025;1801374784X301025021025ÜYE ÝÞYERÝ ÜCRETÝ - TAKSÝT;-16,28;1.233.880,67
30.10.2025;1801374784X301025021025TAKSÝTLÝSATIÞKATKIPAYI;-42,50;1.233.896,95
30.10.2025;1801374784X301025021025TAKSÝTSATIÞ;1416,50;1.233.939,45
30.10.2025;1801374784X301025190925PEÞÝNSATIÞ;22959,65;1.232.522,95
29.10.2025;1801374784X291025281025ÜYE ÝÞYERÝ ÜCRETÝ - PEÞÝN (BSMV);-6,24;1.209.563,30
29.10.2025;1801374784X291025281025ÜYE ÝÞYERÝ ÜCRETÝ - PEÞÝN;-124,77;1.209.569,54
29.10.2025;1801374784X291025281025PEÞÝNSATIÞ;6602,35;1.209.694,31
29.10.2025;1801374784X291025180925PEÞÝNSATIÞ;19776,50;1.203.091,96
29.10.2025;1801374784X291025270925PEÞÝNSATIÞKATKIPAYI;-3,07;1.183.315,46
29.10.2025;1801374784X291025270925PEÞÝNSATIÞ;614,45;1.183.318,53
28.10.2025;2425181907 TELEKOM;-153,75;1.182.704,08
28.10.2025;1801374784X281025271025ÜYE ÝÞYERÝ ÜCRETÝ - PEÞÝN (BSMV);-7,26;1.182.857,83
28.10.2025;1801374784X281025271025ÜYE ÝÞYERÝ ÜCRETÝ - PEÞÝN;-145,33;1.182.865,09
28.10.2025;1801374784X281025271025PEÞÝNSATIÞ;7689,90;1.183.010,42
28.10.2025;1801374784X281025170925PEÞÝNSATIÞ;33667,25;1.175.320,52
28.10.2025;1801374784X281025260925PEÞÝNSATIÞKATKIPAYI;-26,25;1.141.653,27
