islem_tarihi,aciklama,tutar,bakiye,hesap_no,banka_adi
31.08.2025,"ysyeri_no:000000000771359,tutar_:_673_komisyon_:_0,bloke_no_:_1550548149,_bt:_31/07/2025,_ct:30/08/2025",673.0,560892.11,102.19,zi
31.08.2025,"ysyeri_no:000000000771359,tutar_:_443_komisyon_:_0,bloke_no_:_1550548147,_bt:_31/07/2025,_ct:30/08/2025",443.0,560219.11,102.19,zi
31.08.2025,"ysyeri_no:000000000771359,tutar_:_190_komisyon_:_0,bloke_no_:_1550548145,_bt:_31/07/2025,_ct:30/08/2025",190.0,559776.11,102.19,zi
31.08.2025,"ysyeri_no:000000000771359,tutar_:_550_komisyon_:_0,bloke_no_:_1550548143,_bt:_31/07/2025,_ct:30/08/2025",550.0,559586.11,102.19,zi
31.08.2025,"ysyeri_no:000000000771359,tutar_:_1272_komisyon_:_0,bloke_no_:_1550548142,_bt:_31/07/2025,_ct:30/08/2025",1272.0,559036.11,102.19,zi
31.08.2025,"ysyeri_no:000000000771359,tutar_:_169_komisyon_:_0,bloke_no_:_1550548124,_bt:_31/07/2025,_ct:30/08/2025",169.0,557764.11,102.19,zi
31.08.2025,"ysyeri_no:000000000771359,tutar_:_256,4_komisyon_:_0,bloke_no_:_1550548122,_bt:_31/07/2025,_ct:30/08/2025",256.4,557595.11,102.19,zi
31.08.2025,"ysyeri_no:000000000771359,tutar_:_224_komisyon_:_0,bloke_no_:_1550548120,_bt:_31/07/2025,_ct:30/08/2025",224.0,557338.71,102.19,zi
31.08.2025,"ysyeri_no:000000000771359,tutar_:_423_komisyon_:_0,bloke_no_:_1550548119,_bt:_31/07/2025,_ct:30/08/2025",423.0,557114.71,102.19,zi
31.08.2025,"ysyeri_no:000000000771359,tutar_:_1275_komisyon_:_0,bloke_no_:_1550548117,_bt:_31/07/2025,_ct:30/08/2025",1275.0,556691.71,102.19,zi
31.08.2025,"ysyeri_no:000000000771359,tutar_:_1867_komisyon_:_0,bloke_no_:_1550548140,_bt:_31/07/2025,_ct:30/08/2025",1867.0,555416.71,102.19,zi
31.08.2025,"ysyeri_no:000000000771359,tutar_:_524,4_komisyon_:_0,bloke_no_:_1550548138,_bt:_31/07/2025,_ct:30/08/2025",524.4,553549.71,102.19,zi
31.08.2025,"ysyeri_no:000000000771359,tutar_:_773,6_komisyon_:_0,bloke_no_:_1550548136,_bt:_31/07/2025,_ct:30/08/2025",773.6,553025.31,102.19,zi
31.08.2025,"ysyeri_no:000000000771359,tutar_:_392_komisyon_:_0,bloke_no_:_1550548135,_bt:_31/07/2025,_ct:30/08/2025",392.0,552251.71,102.19,zi
31.08.2025,"ysyeri_no:000000000771359,tutar_:_5407,26_komisyon_:_0,bloke_no_:_1550548133,_bt:_31/07/2025,_ct:30/08/2025",5407.26,551859.71,102.19,zi
31.08.2025,"ysyeri_no:000000000771359,tutar_:_148_komisyon_:_0,bloke_no_:_1550548131,_bt:_31/07/2025,_ct:30/08/2025",148.0,546452.45,102.19,zi
31.08.2025,"ysyeri_no:000000000771359,tutar_:_4632,98_komisyon_:_0,bloke_no_:_1550548129,_bt:_31/07/2025,_ct:30/08/2025",4632.98,546304.45,102.19,zi
31.08.2025,"ysyeri_no:000000000771359,tutar_:_899,9_komisyon_:_0,bloke_no_:_1550548128,_bt:_31/07/2025,_ct:30/08/2025",899.9,541671.47,102.19,zi
31.08.2025,"ysyeri_no:000000000771359,tutar_:_2063,6_komisyon_:_0,bloke_no_:_1550548126,_bt:_31/07/2025,_ct:30/08/2025",2063.6,540771.57,102.19,zi
31.08.2025,"ysyeri_no:000000000771359,tutar_:_56,4_komisyon_:_0,bloke_no_:_1550548115,_bt:_31/07/2025,_ct:30/08/2025",56.4,538707.97,102.19,zi
31.08.2025,"ysyeri_no:000000000771359,tutar_:_325,6_komisyon_:_0,bloke_no_:_1550548114,_bt:_31/07/2025,_ct:30/08/2025",325.6,538651.57,102.19,zi
31.08.2025,"ysyeri_no:000000000771359,tutar_:_5145,5_komisyon_:_0,bloke_no_:_1550548112,_bt:_31/07/2025,_ct:30/08/2025",5145.5,538325.97,102.19,zi
31.08.2025,"ysyeri_no:000000000771359,tutar_:_4431,4_komisyon_:_0,bloke_no_:_1550548110,_bt:_31/07/2025,_ct:30/08/2025",4431.4,533180.47,102.19,zi
31.08.2025,"ysyeri_no:000000000771359,tutar_:_558,4_komisyon_:_0,bloke_no_:_1550548109,_bt:_31/07/2025,_ct:30/08/2025",558.4,528749.07,102.19,zi
31.08.2025,"ysyeri_no:000000000771359,tutar_:_1694,7_komisyon_:_0,bloke_no_:_1550548107,_bt:_31/07/2025,_ct:30/08/2025",1694.7,528190.67,102.19,zi
31.08.2025,"ysyeri_no:000000000771359,tutar_:_4966,9_komisyon_:_0,bloke_no_:_1550548106,_bt:_31/07/2025,_ct:30/08/2025",4966.9,526495.97,102.19,zi
31.08.2025,"ysyeri_no:000000000771359,tutar_:_5120_komisyon_:_0,bloke_no_:_1550548105,_bt:_31/07/2025,_ct:30/08/2025",5120.0,521529.07,102.19,zi
31.08.2025,"ysyeri_no:000000000771359,tutar_:_11730,3_komisyon_:_0,bloke_no_:_1550548104,_bt:_31/07/2025,_ct:30/08/2025",11730.3,516409.07,102.19,zi
31.08.2025,"ysyeri_no:000000000771359,tutar_:_777_komisyon_:_0,bloke_no_:_1550548101,_bt:_31/07/2025,_ct:30/08/2025",777.0,504678.77,102.19,zi
31.08.2025,"ysyeri_no:000000000771359,tutar_:_781,5_komisyon_:_0,bloke_no_:_1550548097,_bt:_31/07/2025,_ct:30/08/2025",781.5,503901.77,102.19,zi
30.08.2025,"ysyeri_no:000000000771359,tutar_:_675_komisyon_:_0,bloke_no_:_1548430353,_bt:_30/07/2025,_ct:29/08/2025",675.0,503120.27,102.19,zi
29.08.2025,mesaj_ucrety_tutari,-0.32,502445.27,102.19,zi
29.08.2025,bsmv_tutari,-0.29,502445.59,102.19,zi
29.08.2025,komysyon_tutari,-5.79,502445.88,102.19,zi
29.08.2025,turkiye_garanti_bankasy_a.þ./tr500006200043400006288974-monopleks_reklam_urunlery_ltd.þty./mp02025000000403_nl'u_faturay,-6048.0,502451.67,102.19,zi
29.08.2025,mesaj_ucrety_tutari,-0.39,508499.67,102.19,zi
29.08.2025,bsmv_tutari,-0.59,508500.06,102.19,zi
29.08.2025,komysyon_tutari,-11.81,508500.65,102.19,zi
29.08.2025,yapy_ve_kredi_bankasy_a.þ./tr630006701000000092812541-uc_t_sanayy_ve_tycaret_ltd.þty./gib2025000000026_nl'u_faturaya_yst,-15000.0,508512.46,102.19,zi
29.08.2025,mesaj_ucrety_tutari,-0.32,523512.46,102.19,zi
29.08.2025,bsmv_tutari,-0.59,523512.78,102.19,zi
29.08.2025,komysyon_tutari,-11.89,523513.37,102.19,zi
29.08.2025,turkiye_garanti_bankasy_a.þ./tr230006200060200006294634-denyzyildizi_yþ_saðliði_ve_guvenlyðy_anonym_þyrkety/df4202500000,-10200.0,523525.26,102.19,zi
29.08.2025,"ysyeri_no:000000000771359,tutar_:_348_komisyon_:_0,bloke_no_:_1546349983,_bt:_29/07/2025,_ct:28/08/2025",348.0,533725.26,102.19,zi
29.08.2025,"ysyeri_no:000000000771359,tutar_:_479_komisyon_:_0,bloke_no_:_1546349982,_bt:_29/07/2025,_ct:28/08/2025",479.0,533377.26,102.19,zi
29.08.2025,"ysyeri_no:000000000771359,tutar_:_300_komisyon_:_0,bloke_no_:_1546349981,_bt:_29/07/2025,_ct:28/08/2025",300.0,532898.26,102.19,zi
29.08.2025,"ysyeri_no:000000000771359,tutar_:_314_komisyon_:_0,bloke_no_:_1546349975,_bt:_29/07/2025,_ct:28/08/2025",314.0,532598.26,102.19,zi
29.08.2025,"ysyeri_no:000000000771359,tutar_:_108_komisyon_:_0,bloke_no_:_1546349974,_bt:_29/07/2025,_ct:28/08/2025",108.0,532284.26,102.19,zi
29.08.2025,"ysyeri_no:000000000771359,tutar_:_260_komisyon_:_0,bloke_no_:_1546349973,_bt:_29/07/2025,_ct:28/08/2025",260.0,532176.26,102.19,zi
29.08.2025,"ysyeri_no:000000000771359,tutar_:_84_komisyon_:_0,bloke_no_:_1546349980,_bt:_29/07/2025,_ct:28/08/2025",84.0,531916.26,102.19,zi
29.08.2025,"ysyeri_no:000000000771359,tutar_:_814_komisyon_:_0,bloke_no_:_1546349978,_bt:_29/07/2025,_ct:28/08/2025",814.0,531832.26,102.19,zi
29.08.2025,"ysyeri_no:000000000771359,tutar_:_3741,9_komisyon_:_0,bloke_no_:_1546349977,_bt:_29/07/2025,_ct:28/08/2025",3741.9,531018.26,102.19,zi
29.08.2025,"ysyeri_no:000000000771359,tutar_:_2051,69_komisyon_:_0,bloke_no_:_1546349976,_bt:_29/07/2025,_ct:28/08/2025",2051.69,527276.36,102.19,zi
29.08.2025,"ysyeri_no:000000000771359,tutar_:_690,72_komisyon_:_0,bloke_no_:_1546349972,_bt:_29/07/2025,_ct:28/08/2025",690.72,525224.67,102.19,zi
29.08.2025,"ysyeri_no:000000000771359,tutar_:_3413,42_komisyon_:_0,bloke_no_:_1546349971,_bt:_29/07/2025,_ct:28/08/2025",3413.42,524533.95,102.19,zi
29.08.2025,"ysyeri_no:000000000771359,tutar_:_13286,15_komisyon_:_0,bloke_no_:_1546349970,_bt:_29/07/2025,_ct:28/08/2025",13286.15,521120.53,102.19,zi
29.08.2025,"ysyeri_no:000000000771359,tutar_:_666_komisyon_:_0,bloke_no_:_1546349968,_bt:_29/07/2025,_ct:28/08/2025",666.0,507834.38,102.19,zi
28.08.2025,"ysyeri_no:000000000771359,tutar_:_2396,8_komisyon_:_0,bloke_no_:_1543985125,_bt:_28/07/2025,_ct:27/08/2025",2396.8,507168.38,102.19,zi
28.08.2025,"ysyeri_no:000000000771359,tutar_:_961_komisyon_:_0,bloke_no_:_1543985124,_bt:_28/07/2025,_ct:27/08/2025",961.0,504771.58,102.19,zi
